469	1207367	1221961	1223636	0	20	28	15	75	16	54	38	14	13
273	1223636	1223636	1226436	3	13	14	22	12	20	16	25	21	33
962	1223636	1243068	1251544	0	15	24	38	32	46	19	26	62	21
191	1251544	1271321	1274421	0	20	28	15	75	16	54	38	14	13
444	1274421	1293853	1295361	0	15	24	38	32	46	19	26	62	21
297	1295361	1315138	1316088	0	20	28	15	75	16	54	38	14	13
925	1316088	1334648	1337768	0	20	13	36	68	14	12	19	35	17
895	1337768	1337768	1353528	3	13	14	22	12	20	16	25	21	33
434	1347058	1353528	1354941	0	31	21	20	12	64	66	57	46	15
798	1354941	1355618	1366178	0	61	28	15	20	59	36	19	29	16
868	1366178	1367454	1373642	0	15	24	38	32	46	19	26	62	21
81	1373642	1393419	1394569	0	20	28	15	75	16	54	38	14	13
512	1394569	1402245	1416188	0	19	12	53	15	30	23	29	47	35
545	1416188	1420604	1424262	0	30	37	21	17	18	16	53	38	25
967	1424262	1432107	1432157	0	20	28	15	75	16	54	38	14	13
851	1432157	1451589	1461989	0	15	24	38	32	46	19	26	62	21
663	1461989	1461989	1466693	4	12	32	24	14	68	38	46	13	16
936	1461989	1480205	1481168	0	31	21	20	12	64	66	57	46	15
877	1481168	1481168	1483352	4	12	32	24	14	68	38	46	13	16
407	1483352	1483352	1484117	0	31	21	20	12	64	66	57	46	15
14	1484117	1484616	1487716	0	18	17	51	43	16	12	21	30	29
847	1487716	1493337	1493931	0	31	21	20	12	64	66	57	46	15
702	1493931	1496036	1496306	0	20	13	36	68	14	12	19	35	17
813	1496306	1496306	1499486	0	20	13	36	68	14	12	19	35	17
596	1499486	1505956	1506910	0	31	21	20	12	64	66	57	46	15
730	1506910	1506910	1516990	4	12	32	24	14	68	38	46	13	16
970	1506910	1518645	1521095	0	20	28	15	75	16	54	38	14	13
959	1521095	1539655	1543825	0	20	13	36	68	14	12	19	35	17
886	1543825	1543825	1547935	0	20	13	36	68	14	12	19	35	17
316	1547935	1564576	1571968	0	61	28	15	20	59	36	19	29	16
153	1571968	1573244	1581876	0	15	24	38	32	46	19	26	62	21
824	1581876	1600765	1602055	0	20	13	36	68	14	12	19	35	17
224	1602055	1612178	1622346	0	18	17	51	43	16	12	21	30	29
54	1622346	1622346	1622570	4	12	32	24	14	68	38	46	13	16
38	1622346	1627967	1629380	0	31	21	20	12	64	66	57	46	15
375	1629380	1630057	1637361	0	61	28	15	20	59	36	19	29	16
433	1637361	1637361	1640561	3	13	14	22	12	20	16	25	21	33
50	1637361	1651421	1652915	0	31	21	20	12	64	66	57	46	15
997	1652915	1652915	1655491	4	12	32	24	14	68	38	46	13	16
522	1654992	1655491	1664605	0	18	17	51	43	16	12	21	30	29
794	1664605	1682088	1685432	0	61	28	15	20	59	36	19	29	16
826	1685432	1685432	1694632	3	13	14	22	12	20	16	25	21	33
196	1694384	1694632	1696642	0	20	13	36	68	14	12	19	35	17
186	1696642	1713283	1724547	0	61	28	15	20	59	36	19	29	16
351	1724547	1737235	1741542	0	19	12	53	15	30	23	29	47	35
556	1741542	1751937	1756162	0	20	28	15	75	16	54	38	14	13
856	1756162	1771937	1774789	0	18	17	51	43	16	12	21	30	29
680	1774789	1774789	1777579	0	18	17	51	43	16	12	21	30	29
785	1777579	1777579	1780059	0	18	17	51	43	16	12	21	30	29
489	1780059	1780059	1786569	0	18	17	51	43	16	12	21	30	29
47	1786569	1786569	1790847	0	18	17	51	43	16	12	21	30	29
892	1790847	1796468	1796855	0	31	21	20	12	64	66	57	46	15
635	1796855	1798960	1803490	0	20	13	36	68	14	12	19	35	17
845	1803490	1813613	1823905	0	18	17	51	43	16	12	21	30	29
960	1823905	1832798	1842356	0	30	37	21	17	18	16	53	38	25
18	1842356	1853115	1867899	0	61	28	15	20	59	36	19	29	16
428	1867899	1867899	1873659	3	13	14	22	12	20	16	25	21	33
80	1873659	1873659	1880995	4	12	32	24	14	68	38	46	13	16
993	1879719	1880995	1889211	0	15	24	38	32	46	19	26	62	21
353	1889211	1900822	1910414	0	61	28	15	20	59	36	19	29	16
550	1910414	1911690	1919022	0	15	24	38	32	46	19	26	62	21
894	1919022	1919022	1928942	3	13	14	22	12	20	16	25	21	33
944	1919022	1930633	1934945	0	61	28	15	20	59	36	19	29	16
507	1934945	1949005	1950301	0	31	21	20	12	64	66	57	46	15
114	1950301	1950301	1953941	4	12	32	24	14	68	38	46	13	16
318	1953941	1953941	1954175	0	31	21	20	12	64	66	57	46	15
797	1954175	1965910	1968160	0	20	28	15	75	16	54	38	14	13
313	1968160	1983935	1993607	0	18	17	51	43	16	12	21	30	29
372	1993607	1999228	1999390	0	31	21	20	12	64	66	57	46	15
48	1999390	2011125	2012775	0	20	28	15	75	16	54	38	14	13
881	2012775	2032207	2036575	0	15	24	38	32	46	19	26	62	21
128	2036575	2048186	2056282	0	61	28	15	20	59	36	19	29	16
41	2056282	2056282	2059162	3	13	14	22	12	20	16	25	21	33
161	2056282	2073201	2076826	0	20	28	15	75	16	54	38	14	13
169	2076826	2076826	2091226	3	13	14	22	12	20	16	25	21	33
281	2076826	2095386	2096376	0	20	13	36	68	14	12	19	35	17
381	2096376	2109011	2118683	0	15	24	38	32	46	19	26	62	21
100	2118683	2137572	2139702	0	20	13	36	68	14	12	19	35	17
435	2139702	2152089	2159243	0	19	12	53	15	30	23	29	47	35
74	2159243	2176908	2187324	0	18	17	51	43	16	12	21	30	29
53	2187324	2196217	2205067	0	30	37	21	17	18	16	53	38	25
298	2205067	2205067	2209492	0	30	37	21	17	18	16	53	38	25
829	2209492	2224645	2228905	0	20	13	36	68	14	12	19	35	17
325	2228905	2241292	2250417	0	19	12	53	15	30	23	29	47	35
704	2250417	2257786	2261926	0	20	13	36	68	14	12	19	35	17
501	2261926	2261926	2264836	0	20	13	36	68	14	12	19	35	17
52	2264836	2281477	2292389	0	61	28	15	20	59	36	19	29	16
132	2292389	2292389	2297669	3	13	14	22	12	20	16	25	21	33
255	2292389	2306449	2308159	0	31	21	20	12	64	66	57	46	15
676	2308159	2308159	2318575	4	12	32	24	14	68	38	46	13	16
139	2318076	2318575	2327379	0	18	17	51	43	16	12	21	30	29
651	2327379	2342092	2343028	0	15	24	38	32	46	19	26	62	21
608	2343028	2361244	2362225	0	31	21	20	12	64	66	57	46	15
617	2362225	2362225	2367937	4	12	32	24	14	68	38	46	13	16
833	2365832	2367937	2369317	0	20	13	36	68	14	12	19	35	17
115	2369317	2388359	2390709	0	20	28	15	75	16	54	38	14	13
103	2390709	2390709	2392309	3	13	14	22	12	20	16	25	21	33
717	2390709	2402683	2403286	0	31	21	20	12	64	66	57	46	15
482	2403286	2405391	2409681	0	20	13	36	68	14	12	19	35	17
121	2409681	2419804	2423710	0	18	17	51	43	16	12	21	30	29
930	2423710	2429331	2430096	0	31	21	20	12	64	66	57	46	15
317	2430096	2430096	2444976	3	13	14	22	12	20	16	25	21	33
775	2444299	2444976	2455536	0	61	28	15	20	59	36	19	29	16
867	2455536	2455536	2461752	4	12	32	24	14	68	38	46	13	16
356	2455536	2472455	2472505	0	20	28	15	75	16	54	38	14	13
870	2472505	2484479	2485955	0	31	21	20	12	64	66	57	46	15
575	2485955	2497690	2498890	0	20	28	15	75	16	54	38	14	13
789	2498890	2506566	2520144	0	19	12	53	15	30	23	29	47	35
140	2520144	2529384	2530392	0	31	21	20	12	64	66	57	46	15
504	2530392	2532497	2536967	0	20	13	36	68	14	12	19	35	17
354	2536967	2549354	2557092	0	19	12	53	15	30	23	29	47	35
190	2557092	2566332	2567835	0	31	21	20	12	64	66	57	46	15
544	2567835	2567835	2575059	4	12	32	24	14	68	38	46	13	16
147	2568472	2575059	2580015	0	30	37	21	17	18	16	53	38	25
991	2580015	2590774	2603622	0	61	28	15	20	59	36	19	29	16
538	2603622	2603622	2611350	4	12	32	24	14	68	38	46	13	16
540	2611350	2611350	2612150	3	13	14	22	12	20	16	25	21	33
164	2603622	2620541	2624566	0	20	28	15	75	16	54	38	14	13
51	2624566	2626896	2629624	0	61	28	15	20	59	36	19	29	16
822	2629624	2629624	2639872	4	12	32	24	14	68	38	46	13	16
443	2629624	2647837	2651082	0	30	37	21	17	18	16	53	38	25
96	2651082	2657783	2659170	0	19	12	53	15	30	23	29	47	35
511	2659170	2659170	2662290	3	13	14	22	12	20	16	25	21	33
610	2662290	2662290	2671330	3	13	14	22	12	20	16	25	21	33
388	2663961	2671330	2676550	0	20	13	36	68	14	12	19	35	17
987	2676550	2676550	2682598	4	12	32	24	14	68	38	46	13	16
747	2676550	2693191	2708943	0	61	28	15	20	59	36	19	29	16
744	2708943	2726681	2728479	0	18	17	51	43	16	12	21	30	29
423	2728479	2743073	2745173	0	20	28	15	75	16	54	38	14	13
737	2745173	2747503	2749703	0	61	28	15	20	59	36	19	29	16
236	2749703	2767441	2779717	0	18	17	51	43	16	12	21	30	29
348	2779717	2785338	2786499	0	31	21	20	12	64	66	57	46	15
646	2786499	2796604	2803393	0	19	12	53	15	30	23	29	47	35
800	2803393	2806476	2818532	0	61	28	15	20	59	36	19	29	16
731	2818532	2818532	2823460	0	61	28	15	20	59	36	19	29	16
329	2823460	2841198	2852482	0	18	17	51	43	16	12	21	30	29
762	2852482	2867076	2868201	0	20	28	15	75	16	54	38	14	13
805	2868201	2870531	2875371	0	61	28	15	20	59	36	19	29	16
490	2875371	2893109	2902533	0	18	17	51	43	16	12	21	30	29
957	2902533	2917127	2918677	0	20	28	15	75	16	54	38	14	13
285	2918677	2930651	2931173	0	31	21	20	12	64	66	57	46	15
875	2931173	2941278	2946753	0	19	12	53	15	30	23	29	47	35
808	2946753	2946753	2953697	4	12	32	24	14	68	38	46	13	16
696	2953697	2953697	2957493	0	19	12	53	15	30	23	29	47	35
419	2957493	2960576	2969288	0	61	28	15	20	59	36	19	29	16
900	2969288	2987026	2994838	0	18	17	51	43	16	12	21	30	29
840	2994838	2994838	3003238	4	12	32	24	14	68	38	46	13	16
269	3003238	3003238	3019078	3	13	14	22	12	20	16	25	21	33
283	3004484	3019078	3019353	0	20	28	15	75	16	54	38	14	13
421	3019353	3031327	3032767	0	31	21	20	12	64	66	57	46	15
817	3032767	3052402	3053390	0	15	24	38	32	46	19	26	62	21
618	3053390	3053390	3055790	3	13	14	22	12	20	16	25	21	33
343	3053390	3069602	3071152	0	18	17	51	43	16	12	21	30	29
971	3071152	3071152	3078352	3	13	14	22	12	20	16	25	21	33
710	3071152	3085865	3091169	0	15	24	38	32	46	19	26	62	21
738	3091169	3105087	3113190	0	19	12	53	15	30	23	29	47	35
253	3113190	3113190	3123830	3	13	14	22	12	20	16	25	21	33
859	3116461	3123830	3128450	0	20	13	36	68	14	12	19	35	17
862	3128450	3134920	3136693	0	31	21	20	12	64	66	57	46	15
188	3136693	3143280	3143870	0	30	37	21	17	18	16	53	38	25
584	3143870	3143870	3144430	3	13	14	22	12	20	16	25	21	33
120	3143870	3155943	3166855	0	18	17	51	43	16	12	21	30	29
321	3166855	3185982	3197224	0	19	12	53	15	30	23	29	47	35
442	3197224	3201640	3202230	0	30	37	21	17	18	16	53	38	25
778	3202230	3202230	3204000	0	30	37	21	17	18	16	53	38	25
438	3204000	3216073	3220599	0	18	17	51	43	16	12	21	30	29
908	3220599	3238082	3251634	0	61	28	15	20	59	36	19	29	16
437	3251634	3251634	3255946	4	12	32	24	14	68	38	46	13	16
844	3251634	3269847	3273918	0	30	37	21	17	18	16	53	38	25
679	3273918	3281763	3284188	0	20	28	15	75	16	54	38	14	13
307	3284188	3286518	3291446	0	61	28	15	20	59	36	19	29	16
836	3291446	3304134	3317128	0	19	12	53	15	30	23	29	47	35
820	3317128	3317128	3325158	0	19	12	53	15	30	23	29	47	35
548	3325158	3335553	3338478	0	20	28	15	75	16	54	38	14	13
827	3338478	3357038	3360518	0	20	13	36	68	14	12	19	35	17
341	3360518	3379560	3380735	0	20	28	15	75	16	54	38	14	13
2	3380735	3392675	3399637	0	30	37	21	17	18	16	53	38	25
815	3399637	3399637	3409313	0	30	37	21	17	18	16	53	38	25
230	3409313	3424466	3424886	0	20	13	36	68	14	12	19	35	17
462	3424886	3435009	3442883	0	18	17	51	43	16	12	21	30	29
85	3442883	3448504	3450214	0	31	21	20	12	64	66	57	46	15
985	3450214	3452319	3456069	0	20	13	36	68	14	12	19	35	17
703	3456069	3468704	3477960	0	15	24	38	32	46	19	26	62	21
787	3477960	3477960	3489160	4	12	32	24	14	68	38	46	13	16
637	3477960	3494172	3504402	0	18	17	51	43	16	12	21	30	29
863	3504402	3510023	3510761	0	31	21	20	12	64	66	57	46	15
603	3510761	3510761	3520897	4	12	32	24	14	68	38	46	13	16
639	3520897	3520897	3523473	4	12	32	24	14	68	38	46	13	16
481	3522974	3523473	3529611	0	18	17	51	43	16	12	21	30	29
853	3529611	3544324	3545312	0	15	24	38	32	46	19	26	62	21
988	3545312	3565089	3566264	0	20	28	15	75	16	54	38	14	13
235	3566264	3578238	3579660	0	31	21	20	12	64	66	57	46	15
323	3579660	3579660	3584380	3	13	14	22	12	20	16	25	21	33
597	3583881	3584380	3586488	0	18	17	51	43	16	12	21	30	29
810	3586488	3595381	3595499	0	30	37	21	17	18	16	53	38	25
243	3595499	3606258	3619810	0	61	28	15	20	59	36	19	29	16
359	3619810	3633870	3634059	0	31	21	20	12	64	66	57	46	15
347	3634059	3640646	3650617	0	30	37	21	17	18	16	53	38	25
104	3650617	3665770	3670630	0	20	13	36	68	14	12	19	35	17
517	3670630	3679610	3690053	0	30	37	21	17	18	16	53	38	25
619	3690053	3705206	3708086	0	20	13	36	68	14	12	19	35	17
521	3708086	3708086	3713306	0	20	13	36	68	14	12	19	35	17
167	3713306	3713306	3721482	4	12	32	24	14	68	38	46	13	16
745	3721482	3721482	3722826	4	12	32	24	14	68	38	46	13	16
15	3713306	3732348	3733373	0	20	28	15	75	16	54	38	14	13
332	3733373	3733373	3735773	3	13	14	22	12	20	16	25	21	33
707	3733373	3752805	3753949	0	15	24	38	32	46	19	26	62	21
21	3753949	3770161	3776485	0	18	17	51	43	16	12	21	30	29
502	3776485	3793968	3805232	0	61	28	15	20	59	36	19	29	16
547	3805232	3822970	3828302	0	18	17	51	43	16	12	21	30	29
379	3828302	3828302	3829758	4	12	32	24	14	68	38	46	13	16
616	3828302	3837842	3840302	0	20	13	36	68	14	12	19	35	17
101	3840302	3849282	3856185	0	30	37	21	17	18	16	53	38	25
742	3856185	3859862	3861050	0	31	21	20	12	64	66	57	46	15
955	3861050	3867637	3867873	0	30	37	21	17	18	16	53	38	25
287	3867873	3874574	3879246	0	19	12	53	15	30	23	29	47	35
284	3879246	3896911	3907947	0	18	17	51	43	16	12	21	30	29
695	3907947	3907947	3919947	3	13	14	22	12	20	16	25	21	33
7	3919947	3919947	3925867	3	13	14	22	12	20	16	25	21	33
701	3911154	3925867	3933251	0	15	24	38	32	46	19	26	62	21
755	3933251	3941054	3944948	0	30	37	21	17	18	16	53	38	25
956	3944948	3944948	3957748	3	13	14	22	12	20	16	25	21	33
274	3949903	3957748	3958423	0	20	28	15	75	16	54	38	14	13
76	3958423	3966099	3973472	0	19	12	53	15	30	23	29	47	35
176	3973472	3973472	3975152	3	13	14	22	12	20	16	25	21	33
261	3973472	3976555	3982539	0	61	28	15	20	59	36	19	29	16
809	3982539	3982787	3988157	0	20	13	36	68	14	12	19	35	17
310	3988157	3988157	4003037	3	13	14	22	12	20	16	25	21	33
759	3988157	4004798	4017382	0	61	28	15	20	59	36	19	29	16
279	4017382	4031442	4032270	0	31	21	20	12	64	66	57	46	15
611	4032270	4032270	4034110	3	13	14	22	12	20	16	25	21	33
965	4032270	4038857	4049654	0	30	37	21	17	18	16	53	38	25
212	4049654	4064807	4065647	0	20	13	36	68	14	12	19	35	17
760	4065647	4065647	4074943	4	12	32	24	14	68	38	46	13	16
218	4074943	4074943	4075213	0	20	13	36	68	14	12	19	35	17
409	4075213	4091854	4101534	0	61	28	15	20	59	36	19	29	16
378	4101534	4101534	4106814	0	61	28	15	20	59	36	19	29	16
358	4106814	4120874	4122206	0	31	21	20	12	64	66	57	46	15
451	4122206	4122206	4123637	0	31	21	20	12	64	66	57	46	15
613	4123637	4123637	4128837	3	13	14	22	12	20	16	25	21	33
415	4128338	4128837	4136401	0	18	17	51	43	16	12	21	30	29
939	4136401	4151114	4156002	0	15	24	38	32	46	19	26	62	21
700	4156002	4174891	4178521	0	20	13	36	68	14	12	19	35	17
93	4178521	4184991	4185234	0	31	21	20	12	64	66	57	46	15
508	4185234	4196969	4200394	0	20	28	15	75	16	54	38	14	13
259	4200394	4212334	4215225	0	30	37	21	17	18	16	53	38	25
166	4215225	4215225	4224488	0	30	37	21	17	18	16	53	38	25
588	4224488	4235247	4235335	0	61	28	15	20	59	36	19	29	16
491	4235335	4235335	4244055	3	13	14	22	12	20	16	25	21	33
496	4235335	4249395	4250745	0	31	21	20	12	64	66	57	46	15
634	4250745	4250745	4250844	0	31	21	20	12	64	66	57	46	15
210	4250844	4252949	4256429	0	20	13	36	68	14	12	19	35	17
871	4256429	4275471	4275896	0	20	28	15	75	16	54	38	14	13
812	4275896	4275896	4282000	4	12	32	24	14	68	38	46	13	16
531	4275896	4291671	4292663	0	18	17	51	43	16	12	21	30	29
10	4292663	4307257	4309257	0	20	28	15	75	16	54	38	14	13
520	4309257	4309257	4322697	3	13	14	22	12	20	16	25	21	33
705	4309257	4328689	4332017	0	15	24	38	32	46	19	26	62	21
645	4332017	4332017	4340097	3	13	14	22	12	20	16	25	21	33
141	4332017	4348229	4358335	0	18	17	51	43	16	12	21	30	29
227	4358335	4358335	4367855	4	12	32	24	14	68	38	46	13	16
299	4362234	4367855	4369610	0	31	21	20	12	64	66	57	46	15
750	4369610	4376197	4387112	0	30	37	21	17	18	16	53	38	25
640	4387112	4399185	4399743	0	18	17	51	43	16	12	21	30	29
57	4399743	4399743	4401423	4	12	32	24	14	68	38	46	13	16
90	4399743	4414456	4419552	0	15	24	38	32	46	19	26	62	21
308	4419552	4439329	4441854	0	20	28	15	75	16	54	38	14	13
602	4441854	4441854	4444414	3	13	14	22	12	20	16	25	21	33
95	4441854	4453828	4453981	0	31	21	20	12	64	66	57	46	15
33	4453981	4464086	4472481	0	19	12	53	15	30	23	29	47	35
973	4472481	4472481	4485121	3	13	14	22	12	20	16	25	21	33
271	4482038	4485121	4496209	0	61	28	15	20	59	36	19	29	16
570	4496209	4510269	4510674	0	31	21	20	12	64	66	57	46	15
919	4510674	4510674	4524994	3	13	14	22	12	20	16	25	21	33
803	4524994	4524994	4525192	0	31	21	20	12	64	66	57	46	15
911	4525192	4536927	4540902	0	20	28	15	75	16	54	38	14	13
63	4540902	4540902	4545202	0	20	28	15	75	16	54	38	14	13
385	4545202	4557142	4559738	0	30	37	21	17	18	16	53	38	25
483	4559738	4574473	4579153	0	15	24	38	32	46	19	26	62	21
757	4579153	4595365	4597535	0	18	17	51	43	16	12	21	30	29
133	4597535	4606428	4616104	0	30	37	21	17	18	16	53	38	25
630	4616104	4631257	4632457	0	20	13	36	68	14	12	19	35	17
219	4632457	4632457	4636597	0	20	13	36	68	14	12	19	35	17
124	4636597	4648984	4651612	0	19	12	53	15	30	23	29	47	35
595	4651612	4651612	4654412	4	12	32	24	14	68	38	46	13	16
239	4654412	4654412	4659449	0	19	12	53	15	30	23	29	47	35
623	4659449	4663865	4671771	0	30	37	21	17	18	16	53	38	25
620	4671771	4671771	4674011	3	13	14	22	12	20	16	25	21	33
146	4674011	4674011	4682625	0	30	37	21	17	18	16	53	38	25
792	4682625	4689326	4700787	0	19	12	53	15	30	23	29	47	35
687	4700787	4711182	4716032	0	20	28	15	75	16	54	38	14	13
590	4716032	4716032	4725712	3	13	14	22	12	20	16	25	21	33
113	4716032	4731807	4732737	0	18	17	51	43	16	12	21	30	29
580	4732737	4747450	4757642	0	15	24	38	32	46	19	26	62	21
36	4757642	4757642	4759546	4	12	32	24	14	68	38	46	13	16
278	4757642	4776531	4781541	0	20	13	36	68	14	12	19	35	17
160	4781541	4800583	4803733	0	20	28	15	75	16	54	38	14	13
374	4803733	4806063	4808967	0	61	28	15	20	59	36	19	29	16
532	4808967	4823027	4823378	0	31	21	20	12	64	66	57	46	15
55	4823378	4823378	4825142	0	31	21	20	12	64	66	57	46	15
692	4825142	4825142	4825178	0	31	21	20	12	64	66	57	46	15
4	4825178	4825677	4827103	0	18	17	51	43	16	12	21	30	29
346	4827103	4835996	4837058	0	30	37	21	17	18	16	53	38	25
652	4837058	4852211	4857611	0	20	13	36	68	14	12	19	35	17
142	4857611	4874252	4876540	0	61	28	15	20	59	36	19	29	16
677	4876540	4877816	4884420	0	15	24	38	32	46	19	26	62	21
189	4884420	4903309	4905169	0	20	13	36	68	14	12	19	35	17
475	4905169	4914149	4918633	0	30	37	21	17	18	16	53	38	25
170	4918633	4933786	4939396	0	20	13	36	68	14	12	19	35	17
633	4939396	4939396	4947068	4	12	32	24	14	68	38	46	13	16
257	4939396	4952031	4958271	0	15	24	38	32	46	19	26	62	21
458	4958271	4958271	4967007	4	12	32	24	14	68	38	46	13	16
551	4958271	4976487	4976685	0	31	21	20	12	64	66	57	46	15
854	4976685	4988420	4989445	0	20	28	15	75	16	54	38	14	13
215	4989445	5001385	5011061	0	30	37	21	17	18	16	53	38	25
456	5011061	5011061	5020501	3	13	14	22	12	20	16	25	21	33
44	5011061	5021820	5022524	0	61	28	15	20	59	36	19	29	16
172	5022524	5039443	5044093	0	20	28	15	75	16	54	38	14	13
821	5044093	5056033	5060340	0	30	37	21	17	18	16	53	38	25
106	5060340	5072413	5084131	0	18	17	51	43	16	12	21	30	29
360	5084131	5084131	5094113	0	18	17	51	43	16	12	21	30	29
336	5094113	5113240	5126161	0	19	12	53	15	30	23	29	47	35
116	5126161	5133530	5139380	0	20	13	36	68	14	12	19	35	17
629	5139380	5151767	5156950	0	19	12	53	15	30	23	29	47	35
340	5156950	5174615	5181497	0	18	17	51	43	16	12	21	30	29
994	5181497	5198980	5209012	0	61	28	15	20	59	36	19	29	16
