467	270694	270694	277488	2	-1	-1	40
485	1722488	1722488	1727112	7	18	28	32
101	1732520	1736874	1742886	0	19	20	24
30	1742886	1742886	1745910	0	19	20	-1
213	1745910	1745910	1749662	6	18	19	-1
151	1749662	1749662	1756054	7	18	28	32
257	1749662	1749662	1753478	0	19	20	-1
372	1753478	1756613	1765193	0	19	20	25
435	1763333	1765193	1766353	1	20	22	29
274	1761800	1766353	1766533	0	19	20	24
57	1756054	1756054	1764350	7	18	28	32
275	1764350	1764350	1766322	7	18	28	32
203	1766533	1769668	1777988	0	19	20	25
209	1777988	1777988	1785138	0	-1	20	25
52	1769668	1769668	1780723	6	18	19	-1
246	1785138	1802351	1802537	1	18	25	26
293	1802537	1802537	1802673	7	18	28	32
368	1802537	1802537	1806372	0	-1	20	25
177	1801819	1806372	1808244	0	19	20	24
427	1789285	1806372	1810282	1	24	30	34
189	1802673	1802673	1806413	7	18	28	32
316	1808244	1811379	1813459	0	19	20	25
468	1810282	1814835	1819407	0	19	20	24
41	1819407	1822542	1824492	0	19	20	25
415	277488	277488	278950	2	-1	-1	40
364	1824492	1839475	1839541	1	18	25	26
204	1839541	1839541	1845035	6	18	19	-1
145	1836522	1839541	1843321	1	20	22	29
482	1840482	1845035	1846511	0	19	20	24
110	1845035	1858578	1859458	0	22	24	30
417	1857732	1859458	1869488	1	24	30	34
184	1846511	1846511	1852541	6	18	19	-1
304	278950	278950	289012	2	-1	-1	40
265	1858397	1859458	1860888	0	19	20	25
240	1852541	1852541	1858593	7	18	28	32
299	1869488	1884471	1884675	1	18	25	26
91	289012	289012	304836	2	-1	-1	40
271	1881656	1884675	1885055	1	20	22	29
7	1883329	1885055	1894490	1	24	30	34
29	304836	304836	307846	2	-1	-1	40
284	1884675	1884675	1887191	7	18	28	32
106	1892630	1894490	1897970	1	20	22	29
119	1897970	1897970	1901210	1	20	22	29
439	1887191	1887191	1897187	7	18	28	32
160	1901210	1918423	1919119	1	18	25	26
39	1901210	1919708	1925868	0	22	24	30
459	1919119	1919119	1931849	6	18	19	-1
460	1931849	1931849	1944429	7	18	28	32
362	1925868	1925868	1931468	0	-1	-1	30
478	1944429	1947401	1958526	0	18	19	27
412	1958526	1963224	1975899	0	19	20	25
295	1975899	1975899	1976997	1	18	25	-1
146	1957401	1975899	1978899	0	22	24	30
288	1977838	1978899	1986959	0	19	20	25
296	1978899	1978899	1983187	6	18	19	-1
484	1982406	1986959	1991243	0	19	20	24
308	307846	307846	321606	2	-1	-1	40
18	1991243	1991243	1994771	0	19	20	-1
298	1983187	1996981	1997604	0	18	19	27
67	1997604	1997604	1998180	1	18	25	-1
306	1988700	1997604	2003688	0	19	20	24
166	321606	321606	334764	2	-1	-1	40
493	2003688	2003688	2005430	6	18	19	-1
450	334764	334764	349384	2	-1	-1	40
45	2005430	2005430	2005899	6	18	19	-1
317	2005899	2005899	2006763	1	18	25	-1
388	2006763	2006763	2007717	1	18	25	-1
312	1990630	2007717	2019957	1	24	30	34
14	2007717	2021511	2024804	0	18	19	27
423	2019957	2028861	2034261	0	19	20	24
258	2024804	2038598	2049990	0	18	19	27
86	2049990	2054688	2061968	0	19	20	25
147	2057415	2061968	2066792	0	19	20	24
226	2061968	2061968	2071318	1	24	30	34
476	2049990	2049990	2061686	7	18	28	32
92	2061686	2075480	2092568	0	18	19	27
4	2069458	2071318	2071998	1	20	22	29
168	2092568	2092568	2097727	6	18	19	-1
280	2075128	2092568	2099768	0	22	24	30
487	2080514	2097727	2098219	1	18	25	26
393	2099768	2099768	2106288	0	-1	-1	30
490	2098219	2098219	2106795	6	18	19	-1
329	2106795	2107856	2113511	0	19	20	25
5	2095013	2113511	2118671	0	22	24	30
397	2118671	2118671	2121551	0	-1	-1	30
199	2107856	2107856	2120519	6	18	19	-1
422	2120519	2120519	2121437	1	18	25	-1
11	2121437	2121437	2122025	1	18	25	-1
254	2122025	2124997	2134609	0	18	19	27
3	2119006	2122025	2125365	1	20	22	29
483	2134609	2134609	2136284	6	18	19	-1
70	2125365	2125365	2126945	1	20	22	29
194	2125219	2126945	2131875	1	24	30	34
193	2131875	2146858	2147788	1	18	25	26
84	2147788	2152486	2159441	0	19	20	25
385	2154888	2159441	2165777	0	19	20	24
32	2151983	2165777	2169604	0	18	19	27
310	2160700	2169604	2172304	0	19	20	24
232	2169604	2183398	2189450	0	18	19	27
250	2169285	2172304	2173244	1	20	22	29
21	2171518	2173244	2188204	1	24	30	34
496	349384	349384	355834	2	-1	-1	40
2	2189450	2189450	2193135	6	18	19	-1
376	2188204	2205644	2205764	0	22	24	30
413	2188204	2203187	2203295	1	18	25	26
54	2205644	2209998	2216298	0	19	20	24
26	2203295	2203295	2211455	7	18	28	32
142	2213279	2216298	2216898	1	20	22	29
72	2216898	2230441	2231441	0	22	24	30
369	2230441	2234795	2237171	0	19	20	24
488	2237171	2237171	2243111	0	19	20	-1
399	2243111	2243111	2245847	0	19	20	-1
8	2232053	2245847	2254302	0	18	19	27
201	2237089	2254302	2255118	1	18	25	26
175	2252099	2255118	2257518	1	20	22	29
444	2248614	2257518	2259138	0	19	20	24
218	355834	355834	370196	2	-1	-1	40
171	2255792	2257518	2264063	1	24	30	34
431	2259138	2262273	2268773	0	19	20	25
461	2268773	2268773	2271178	0	-1	20	25
276	2264063	2264063	2268228	1	24	30	34
309	2262273	2262273	2271988	6	18	19	-1
249	2268228	2268228	2284718	1	24	30	34
410	370196	370196	382580	2	-1	-1	40
328	2284718	2299701	2300781	1	18	25	26
55	2300781	2300781	2302685	7	18	28	32
116	2284718	2301805	2317700	1	24	30	34
421	2300781	2300781	2308711	0	-1	20	25
134	2317700	2317700	2330620	1	24	30	34
344	2330620	2349118	2355478	0	22	24	30
441	2355478	2355478	2358918	0	-1	-1	30
452	2358918	2358918	2366598	0	-1	-1	30
466	2362244	2366598	2368650	0	19	20	24
185	2330620	2345603	2345609	1	18	25	26
114	2345609	2345609	2346365	1	18	25	-1
457	2346365	2346365	2355069	7	18	28	32
75	2355069	2355069	2355501	1	18	25	-1
438	2355501	2355501	2356249	7	18	28	32
182	382580	382580	399608	2	-1	-1	40
88	2365631	2368650	2372110	1	20	22	29
480	2370384	2372110	2387325	1	24	30	34
200	399608	399608	414056	2	-1	-1	40
491	2372110	2372110	2375458	0	19	20	-1
340	2387325	2402308	2402554	1	18	25	26
107	2387325	2400868	2405868	0	22	24	30
273	2402554	2402554	2414318	7	18	28	32
197	2414318	2414318	2420683	6	18	19	-1
136	2420683	2423655	2440565	0	18	19	27
112	414056	414056	419560	2	-1	-1	40
47	2431661	2440565	2443157	0	19	20	24
90	419560	419560	423602	2	-1	-1	40
341	2440565	2454108	2462028	0	22	24	30
378	2440565	2440565	2441279	1	18	25	-1
216	2459056	2462028	2470839	0	18	19	27
471	2461935	2470839	2475231	0	19	20	24
15	423602	423602	432460	2	-1	-1	40
338	2470839	2484382	2487662	0	22	24	30
98	2484690	2487662	2499143	0	18	19	27
337	2499143	2499143	2500139	1	18	25	-1
227	2490239	2499143	2500943	0	19	20	24
390	2500139	2513933	2523634	0	18	19	27
133	2523634	2523634	2531942	6	18	19	-1
251	2523038	2531942	2532554	0	19	20	24
342	2531942	2545485	2547365	0	22	24	30
181	2530278	2547365	2548470	1	24	30	34
35	2544393	2547365	2558401	0	18	19	27
176	2558401	2558401	2570981	7	18	28	32
12	2548470	2548470	2551870	1	24	30	34
